model,decoder,parameter,word_any_wcs,word_all_wcs,covered_words_any,covered_words_all,total_words,covered_contexts,total_contexts,audit_path
google/gemma-4-E4B-it,min_p,0.07,0.13,0.0,13,0,100,14,1000,results/audit.gemma4-e4b-it.jsonl
google/gemma-4-E4B-it,min_p,0.08,0.13,0.0,13,0,100,14,1000,results/audit.gemma4-e4b-it.jsonl
google/gemma-4-E4B-it,min_p,0.09,0.12,0.0,12,0,100,13,1000,results/audit.gemma4-e4b-it.jsonl
google/gemma-4-E4B-it,min_p,0.1,0.11,0.0,11,0,100,12,1000,results/audit.gemma4-e4b-it.jsonl
meta-llama/Llama-3.1-8B,top_k,1.0,0.63,0.0,63,0,100,122,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,2.0,0.73,0.0,73,0,100,192,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,3.0,0.8,0.0,80,0,100,243,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,4.0,0.81,0.0,81,0,100,277,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,5.0,0.85,0.0,85,0,100,302,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,6.0,0.87,0.0,87,0,100,327,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,7.0,0.87,0.0,87,0,100,344,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,8.0,0.87,0.0,87,0,100,357,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,9.0,0.88,0.0,88,0,100,369,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,10.0,0.89,0.0,89,0,100,388,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,11.0,0.92,0.0,92,0,100,405,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,12.0,0.95,0.0,95,0,100,417,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,13.0,0.95,0.0,95,0,100,424,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,14.0,0.95,0.0,95,0,100,430,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,15.0,0.95,0.0,95,0,100,438,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,16.0,0.95,0.0,95,0,100,452,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,17.0,0.95,0.0,95,0,100,461,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,18.0,0.96,0.0,96,0,100,476,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,19.0,0.96,0.0,96,0,100,485,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_k,20.0,0.96,0.0,96,0,100,495,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.5,0.62,0.0,62,0,100,164,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.55,0.66,0.0,66,0,100,197,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.6,0.68,0.0,68,0,100,231,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.65,0.71,0.0,71,0,100,258,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.7,0.76,0.0,76,0,100,293,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.75,0.79,0.0,79,0,100,349,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.8,0.81,0.0,81,0,100,399,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.85,0.85,0.02,85,2,100,462,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.9,0.88,0.09,88,9,100,531,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.95,0.97,0.19,97,19,100,644,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,top_p,0.99,1.0,0.5,100,50,100,822,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,min_p,0.01,0.99,0.01,99,1,100,608,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,min_p,0.02,0.99,0.01,99,1,100,515,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,min_p,0.03,0.99,0.0,99,0,100,472,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,min_p,0.04,0.98,0.0,98,0,100,442,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,min_p,0.05,0.97,0.0,97,0,100,421,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,min_p,0.06,0.96,0.0,96,0,100,403,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,min_p,0.07,0.94,0.0,94,0,100,381,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,min_p,0.08,0.93,0.0,93,0,100,373,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,min_p,0.09,0.92,0.0,92,0,100,366,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B,min_p,0.1,0.91,0.0,91,0,100,352,1000,results/audit.llama31-8b-base.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,1.0,0.56,0.0,56,0,100,108,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,2.0,0.71,0.0,71,0,100,172,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,3.0,0.77,0.0,77,0,100,211,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,4.0,0.78,0.0,78,0,100,244,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,5.0,0.82,0.0,82,0,100,278,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,6.0,0.87,0.0,87,0,100,308,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,7.0,0.87,0.0,87,0,100,323,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,8.0,0.89,0.0,89,0,100,343,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,9.0,0.9,0.0,90,0,100,353,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,10.0,0.9,0.0,90,0,100,369,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,11.0,0.91,0.0,91,0,100,383,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,12.0,0.92,0.0,92,0,100,399,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,13.0,0.93,0.0,93,0,100,406,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,14.0,0.93,0.0,93,0,100,414,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,15.0,0.94,0.0,94,0,100,426,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,16.0,0.94,0.0,94,0,100,432,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,17.0,0.94,0.0,94,0,100,434,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,18.0,0.94,0.0,94,0,100,437,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,19.0,0.95,0.0,95,0,100,449,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_k,20.0,0.96,0.0,96,0,100,455,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.5,0.59,0.0,59,0,100,154,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.55,0.62,0.0,62,0,100,178,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.6,0.63,0.0,63,0,100,212,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.65,0.7,0.0,70,0,100,261,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.7,0.75,0.0,75,0,100,296,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.75,0.82,0.0,82,0,100,345,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.8,0.84,0.02,84,2,100,395,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.85,0.85,0.03,85,3,100,450,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.9,0.9,0.06,90,6,100,526,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.95,0.95,0.21,95,21,100,645,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,top_p,0.99,1.0,0.47,100,47,100,816,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,min_p,0.01,1.0,0.01,100,1,100,565,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,min_p,0.02,0.99,0.0,99,0,100,487,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,min_p,0.03,0.97,0.0,97,0,100,449,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,min_p,0.04,0.97,0.0,97,0,100,415,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,min_p,0.05,0.94,0.0,94,0,100,379,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,min_p,0.06,0.94,0.0,94,0,100,366,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,min_p,0.07,0.93,0.0,93,0,100,353,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,min_p,0.08,0.91,0.0,91,0,100,339,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,min_p,0.09,0.9,0.0,90,0,100,323,1000,results/audit.llama31-8b-instruct.jsonl
meta-llama/Llama-3.1-8B-Instruct,min_p,0.1,0.89,0.0,89,0,100,308,1000,results/audit.llama31-8b-instruct.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,1.0,0.62,0.0,62,0,100,114,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,2.0,0.74,0.0,74,0,100,174,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,3.0,0.81,0.0,81,0,100,223,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,4.0,0.84,0.0,84,0,100,256,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,5.0,0.9,0.0,90,0,100,282,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,6.0,0.92,0.0,92,0,100,300,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,7.0,0.94,0.0,94,0,100,320,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,8.0,0.95,0.0,95,0,100,340,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,9.0,0.95,0.0,95,0,100,360,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,10.0,0.95,0.0,95,0,100,375,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,11.0,0.95,0.0,95,0,100,386,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,12.0,0.95,0.0,95,0,100,402,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,13.0,0.96,0.0,96,0,100,410,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,14.0,0.97,0.0,97,0,100,422,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,15.0,0.98,0.01,98,1,100,433,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,16.0,0.98,0.01,98,1,100,439,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,17.0,0.99,0.01,99,1,100,449,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,18.0,0.99,0.01,99,1,100,454,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,19.0,0.99,0.01,99,1,100,462,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_k,20.0,0.99,0.01,99,1,100,466,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.5,0.14,0.0,14,0,100,24,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.55,0.15,0.0,15,0,100,29,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.6,0.17,0.0,17,0,100,39,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.65,0.23,0.0,23,0,100,48,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.7,0.26,0.0,26,0,100,58,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.75,0.32,0.0,32,0,100,73,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.8,0.38,0.0,38,0,100,99,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.85,0.48,0.0,48,0,100,132,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.9,0.55,0.01,55,1,100,177,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.95,0.75,0.03,75,3,100,289,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,top_p,0.99,0.91,0.07,91,7,100,503,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.01,1.0,0.02,100,2,100,567,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.02,0.99,0.0,99,0,100,478,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.03,0.98,0.0,98,0,100,442,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.04,0.98,0.0,98,0,100,415,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.05,0.98,0.0,98,0,100,392,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.06,0.98,0.0,98,0,100,380,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.07,0.98,0.0,98,0,100,362,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.08,0.98,0.0,98,0,100,350,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.09,0.95,0.0,95,0,100,332,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-Instruct-v0.3,min_p,0.1,0.95,0.0,95,0,100,311,1000,results/audit.mistral7b-instruct.full.jsonl
mistralai/Mistral-7B-v0.3,top_k,1.0,0.56,0.0,56,0,100,111,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,2.0,0.71,0.0,71,0,100,173,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,3.0,0.75,0.0,75,0,100,216,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,4.0,0.81,0.0,81,0,100,253,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,5.0,0.86,0.0,86,0,100,283,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,6.0,0.94,0.0,94,0,100,308,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,7.0,0.95,0.0,95,0,100,329,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,8.0,0.95,0.0,95,0,100,345,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,9.0,0.95,0.0,95,0,100,360,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,10.0,0.96,0.0,96,0,100,373,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,11.0,0.96,0.0,96,0,100,388,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,12.0,0.96,0.0,96,0,100,398,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,13.0,0.96,0.0,96,0,100,410,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,14.0,0.97,0.0,97,0,100,420,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,15.0,0.97,0.0,97,0,100,424,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,16.0,0.97,0.0,97,0,100,440,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,17.0,0.97,0.0,97,0,100,451,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,18.0,0.97,0.0,97,0,100,455,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,19.0,0.97,0.0,97,0,100,460,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_k,20.0,0.97,0.0,97,0,100,462,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.5,0.14,0.0,14,0,100,31,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.55,0.19,0.0,19,0,100,36,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.6,0.21,0.0,21,0,100,44,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.65,0.25,0.0,25,0,100,54,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.7,0.32,0.0,32,0,100,72,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.75,0.35,0.0,35,0,100,89,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.8,0.48,0.0,48,0,100,126,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.85,0.58,0.01,58,1,100,162,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.9,0.66,0.02,66,2,100,222,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.95,0.81,0.04,81,4,100,334,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,top_p,0.99,0.96,0.11,96,11,100,575,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,min_p,0.01,1.0,0.03,100,3,100,611,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,min_p,0.02,0.99,0.01,99,1,100,514,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,min_p,0.03,0.99,0.01,99,1,100,464,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,min_p,0.04,0.98,0.0,98,0,100,439,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,min_p,0.05,0.98,0.0,98,0,100,409,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,min_p,0.06,0.98,0.0,98,0,100,397,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,min_p,0.07,0.98,0.0,98,0,100,378,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,min_p,0.08,0.98,0.0,98,0,100,363,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,min_p,0.09,0.97,0.0,97,0,100,351,1000,results/audit.mistral7b.limit1000.jsonl
mistralai/Mistral-7B-v0.3,min_p,0.1,0.94,0.0,94,0,100,335,1000,results/audit.mistral7b.limit1000.jsonl
